reading_id,device_id,timestamp,energy_kwh,region,customer_segment,cost_in_inr
R00404,D016,2025-01-17 19:00:00,4.75,South,Residential,38.0
R00405,D030,2025-01-17 20:00:00,4.92,East,Commercial,39.36
R00406,D030,2025-01-17 21:00:00,4.9,West,Commercial,39.2
R00407,D016,2025-01-17 22:00:00,3.51,North,Commercial,28.08
R00408,D026,2025-01-17 23:00:00,2.85,West,Residential,22.8
R00409,D038,2025-01-18 00:00:00,1.64,East,Commercial,13.12
R00410,D016,2025-01-18 01:00:00,3.87,West,Residential,30.96
R00411,D030,2025-01-18 02:00:00,2.0,North,Residential,16.0
R00412,D015,2025-01-18 03:00:00,0.25,North,Residential,2.0
R00413,D015,2025-01-18 04:00:00,1.1,South,Commercial,8.8
R00414,D030,2025-01-18 05:00:00,4.51,East,Residential,36.08
R00415,D002,2025-01-18 06:00:00,2.69,East,Commercial,21.52
R00416,D032,2025-01-18 07:00:00,0.34,West,Residential,2.72
R00417,D004,2025-01-18 08:00:00,4.69,North,Residential,37.52
R00418,D034,2025-01-18 09:00:00,4.48,South,Commercial,35.84
R00419,D040,2025-01-18 10:00:00,3.22,West,Residential,25.76
R00420,D048,2025-01-18 11:00:00,0.48,North,Residential,3.84
R00421,D014,2025-01-18 12:00:00,4.5,East,Commercial,36.0
R00422,D012,2025-01-18 13:00:00,1.54,West,Commercial,12.32
R00423,D027,2025-01-18 14:00:00,0.71,West,Residential,5.68
R00424,D027,2025-01-18 15:00:00,3.13,North,Residential,25.04
R00425,D024,2025-01-18 16:00:00,2.21,East,Commercial,17.68
R00426,D041,2025-01-18 17:00:00,1.23,North,Commercial,9.84
R00427,D032,2025-01-18 18:00:00,4.12,East,Residential,32.96
R00428,D046,2025-01-18 19:00:00,4.52,North,Residential,36.16
R00429,D035,2025-01-18 20:00:00,2.63,East,Residential,21.04
R00430,D017,2025-01-18 21:00:00,1.94,North,Commercial,15.52
R00431,D009,2025-01-18 22:00:00,1.63,North,Residential,13.04
R00432,D050,2025-01-18 23:00:00,3.3,South,Commercial,26.4
R00433,D019,2025-01-19 00:00:00,1.02,South,Commercial,8.16
R00434,D022,2025-01-19 01:00:00,1.21,South,Commercial,9.68
R00435,D018,2025-01-19 02:00:00,0.84,North,Commercial,6.72
R00436,D046,2025-01-19 03:00:00,1.42,South,Residential,11.36
R00437,D026,2025-01-19 04:00:00,3.12,South,Residential,24.96
R00438,D040,2025-01-19 05:00:00,3.43,West,Commercial,27.44
R00439,D029,2025-01-19 06:00:00,3.73,East,Residential,29.84
R00440,D002,2025-01-19 07:00:00,2.63,North,Commercial,21.04
R00441,D044,2025-01-19 08:00:00,4.31,East,Commercial,34.48
R00442,D031,2025-01-19 09:00:00,0.44,North,Commercial,3.52
R00443,D046,2025-01-19 10:00:00,3.07,South,Commercial,24.56
R00444,D004,2025-01-19 11:00:00,2.31,West,Residential,18.48
R00445,D015,2025-01-19 12:00:00,1.45,East,Residential,11.6
R00446,D011,2025-01-19 13:00:00,1.39,South,Commercial,11.12
R00447,D045,2025-01-19 14:00:00,3.6,West,Commercial,28.8
R00448,D004,2025-01-19 15:00:00,2.66,North,Residential,21.28
R00449,D044,2025-01-19 16:00:00,2.54,North,Residential,20.32
R00450,D040,2025-01-19 17:00:00,1.76,South,Residential,14.08
R00451,D006,2025-01-19 18:00:00,2.74,South,Commercial,21.92
R00452,D008,2025-01-19 19:00:00,1.48,North,Commercial,11.84
R00453,D032,2025-01-19 20:00:00,3.95,West,Commercial,31.6
R00454,D033,2025-01-19 21:00:00,2.32,West,Commercial,18.56
R00455,D001,2025-01-19 22:00:00,3.37,South,Residential,26.96
R00456,D027,2025-01-19 23:00:00,2.41,South,Commercial,19.28
R00457,D043,2025-01-20 00:00:00,3.54,East,Residential,28.32
R00458,D011,2025-01-20 01:00:00,0.91,East,Residential,7.28
R00459,D028,2025-01-20 02:00:00,1.36,North,Residential,10.88
R00460,D039,2025-01-20 03:00:00,3.82,South,Commercial,30.56
R00461,D017,2025-01-20 04:00:00,0.9,West,Commercial,7.2
R00462,D036,2025-01-20 05:00:00,4.6,North,Commercial,36.8
R00463,D035,2025-01-20 06:00:00,0.77,North,Commercial,6.16
R00464,D006,2025-01-20 07:00:00,1.67,North,Commercial,13.36
R00465,D034,2025-01-20 08:00:00,1.23,West,Residential,9.84
R00466,D023,2025-01-20 09:00:00,4.88,South,Commercial,39.04
R00467,D050,2025-01-20 10:00:00,1.67,East,Commercial,13.36
R00468,D021,2025-01-20 11:00:00,0.57,South,Residential,4.56
R00469,D046,2025-01-20 12:00:00,4.35,West,Commercial,34.8
R00470,D039,2025-01-20 13:00:00,0.41,North,Commercial,3.28
R00471,D024,2025-01-20 14:00:00,2.01,East,Commercial,16.08
R00472,D041,2025-01-20 15:00:00,1.34,South,Residential,10.72
R00473,D010,2025-01-20 16:00:00,4.85,East,Residential,38.8
R00474,D023,2025-01-20 17:00:00,2.84,South,Residential,22.72
R00475,D010,2025-01-20 18:00:00,2.34,West,Residential,18.72
R00476,D024,2025-01-20 19:00:00,1.87,East,Commercial,14.96
R00477,D041,2025-01-20 20:00:00,3.27,South,Residential,26.16
R00478,D035,2025-01-20 21:00:00,2.47,East,Residential,19.76
R00479,D042,2025-01-20 22:00:00,1.81,South,Commercial,14.48
R00480,D001,2025-01-20 23:00:00,2.41,South,Residential,19.28
R00481,D043,2025-01-21 00:00:00,2.67,West,Residential,21.36
R00482,D004,2025-01-21 01:00:00,2.63,South,Residential,21.04
R00483,D005,2025-01-21 02:00:00,4.84,North,Commercial,38.72
R00484,D013,2025-01-21 03:00:00,4.38,West,Commercial,35.04
R00485,D045,2025-01-21 04:00:00,0.74,South,Commercial,5.92
R00486,D026,2025-01-21 05:00:00,2.59,East,Commercial,20.72
R00487,D034,2025-01-21 06:00:00,4.45,South,Commercial,35.6
R00488,D011,2025-01-21 07:00:00,1.62,East,Residential,12.96
R00489,D028,2025-01-21 08:00:00,2.87,East,Residential,22.96
R00490,D014,2025-01-21 09:00:00,3.92,South,Commercial,31.36
R00491,D022,2025-01-21 10:00:00,1.97,West,Commercial,15.76
R00492,D011,2025-01-21 11:00:00,3.99,West,Residential,31.92
R00493,D012,2025-01-21 12:00:00,1.71,East,Residential,13.68
R00494,D004,2025-01-21 13:00:00,1.0,West,Residential,8.0
R00495,D012,2025-01-21 14:00:00,1.21,East,Residential,9.68
R00496,D014,2025-01-21 15:00:00,0.17,East,Residential,1.36
R00497,D025,2025-01-21 16:00:00,0.34,West,Commercial,2.72
R00498,D013,2025-01-21 17:00:00,0.92,North,Commercial,7.36
R00499,D043,2025-01-21 18:00:00,1.03,North,Commercial,8.24
R00500,D032,2025-01-21 19:00:00,4.12,West,Residential,32.96
R00501,D040,2025-01-21 20:00:00,0.55,East,Commercial,4.4
R00502,D039,2025-01-21 21:00:00,3.84,South,Commercial,30.72
R00503,D003,2025-01-21 22:00:00,4.3,South,Commercial,34.4
R00504,D017,2025-01-21 23:00:00,4.75,South,Commercial,38.0
R00505,D001,2025-01-22 00:00:00,0.91,West,Commercial,7.28
R00506,D050,2025-01-22 01:00:00,1.65,East,Commercial,13.2
R00507,D040,2025-01-22 02:00:00,2.37,West,Commercial,18.96
R00508,D018,2025-01-22 03:00:00,3.31,North,Commercial,26.48
R00509,D038,2025-01-22 04:00:00,2.81,West,Residential,22.48
R00510,D022,2025-01-22 05:00:00,0.18,North,Residential,1.44
R00511,D029,2025-01-22 06:00:00,1.43,North,Residential,11.44
R00512,D015,2025-01-22 07:00:00,4.25,West,Residential,34.0
R00513,D019,2025-01-22 08:00:00,2.91,South,Residential,23.28
R00514,D046,2025-01-22 09:00:00,0.91,North,Commercial,7.28
R00515,D024,2025-01-22 10:00:00,4.05,West,Commercial,32.4
R00516,D038,2025-01-22 11:00:00,2.73,West,Residential,21.84
R00517,D032,2025-01-22 12:00:00,4.54,South,Commercial,36.32
R00518,D006,2025-01-22 13:00:00,3.0,South,Residential,24.0
R00519,D016,2025-01-22 14:00:00,2.17,North,Residential,17.36
R00520,D036,2025-01-22 15:00:00,4.52,East,Residential,36.16
R00521,D016,2025-01-22 16:00:00,0.66,East,Commercial,5.28
R00522,D002,2025-01-22 17:00:00,0.27,South,Commercial,2.16
R00523,D027,2025-01-22 18:00:00,4.28,West,Commercial,34.24
R00524,D042,2025-01-22 19:00:00,3.79,North,Residential,30.32
R00525,D026,2025-01-22 20:00:00,2.33,North,Residential,18.64
R00526,D050,2025-01-22 21:00:00,4.55,East,Commercial,36.4
R00527,D016,2025-01-22 22:00:00,2.57,West,Residential,20.56
R00528,D010,2025-01-22 23:00:00,1.11,West,Residential,8.88
R00529,D048,2025-01-23 00:00:00,0.54,West,Commercial,4.32
R00530,D035,2025-01-23 01:00:00,3.16,South,Residential,25.28
R00531,D021,2025-01-23 02:00:00,4.63,North,Commercial,37.04
R00532,D047,2025-01-23 03:00:00,3.71,North,Residential,29.68
R00533,D029,2025-01-23 04:00:00,4.69,North,Residential,37.52
R00534,D026,2025-01-23 05:00:00,3.58,North,Residential,28.64
R00535,D004,2025-01-23 06:00:00,2.8,North,Residential,22.4
R00536,D042,2025-01-23 07:00:00,1.02,East,Commercial,8.16
R00537,D029,2025-01-23 08:00:00,2.28,South,Residential,18.24
R00538,D034,2025-01-23 09:00:00,2.53,North,Commercial,20.24
R00539,D012,2025-01-23 10:00:00,0.28,West,Commercial,2.24
R00540,D018,2025-01-23 11:00:00,1.46,North,Commercial,11.68
R00541,D011,2025-01-23 12:00:00,2.02,West,Commercial,16.16
R00542,D006,2025-01-23 13:00:00,1.57,East,Commercial,12.56
R00543,D007,2025-01-23 14:00:00,3.24,South,Commercial,25.92
R00544,D044,2025-01-23 15:00:00,3.19,East,Residential,25.52
R00545,D001,2025-01-23 16:00:00,1.33,West,Residential,10.64
R00546,D046,2025-01-23 17:00:00,4.03,West,Residential,32.24
R00547,D006,2025-01-23 18:00:00,4.95,East,Commercial,39.6
R00548,D036,2025-01-23 19:00:00,1.7,East,Residential,13.6
R00549,D027,2025-01-23 20:00:00,0.45,West,Residential,3.6
R00550,D023,2025-01-23 21:00:00,0.31,West,Residential,2.48
R00551,D029,2025-01-23 22:00:00,1.42,North,Commercial,11.36
R00552,D015,2025-01-23 23:00:00,2.08,West,Residential,16.64
R00553,D020,2025-01-24 00:00:00,2.27,South,Residential,18.16
R00554,D017,2025-01-24 01:00:00,2.2,East,Commercial,17.6
R00555,D032,2025-01-24 02:00:00,1.85,South,Residential,14.8
R00556,D043,2025-01-24 03:00:00,0.84,West,Commercial,6.72
R00557,D038,2025-01-24 04:00:00,0.25,East,Commercial,2.0
R00558,D043,2025-01-24 05:00:00,4.53,South,Residential,36.24
R00559,D043,2025-01-24 06:00:00,4.3,North,Commercial,34.4
R00560,D005,2025-01-24 07:00:00,1.86,West,Commercial,14.88
R00561,D012,2025-01-24 08:00:00,2.3,East,Residential,18.4
R00562,D032,2025-01-24 09:00:00,1.8,North,Residential,14.4
R00563,D048,2025-01-24 10:00:00,3.77,East,Residential,30.16
R00564,D011,2025-01-24 11:00:00,1.85,South,Residential,14.8
R00565,D012,2025-01-24 12:00:00,1.61,East,Residential,12.88
R00566,D025,2025-01-24 13:00:00,1.32,South,Commercial,10.56
R00567,D015,2025-01-24 14:00:00,2.88,South,Residential,23.04
R00568,D036,2025-01-24 15:00:00,2.16,South,Residential,17.28
R00569,D002,2025-01-24 16:00:00,2.82,East,Residential,22.56
R00570,D001,2025-01-24 17:00:00,2.49,North,Residential,19.92
R00571,D020,2025-01-24 18:00:00,3.37,North,Residential,26.96
R00572,D011,2025-01-24 19:00:00,2.08,East,Residential,16.64
R00573,D044,2025-01-24 20:00:00,0.79,North,Commercial,6.32
R00574,D030,2025-01-24 21:00:00,2.23,North,Commercial,17.84
R00575,D008,2025-01-24 22:00:00,1.81,South,Commercial,14.48
R00576,D020,2025-01-24 23:00:00,3.2,East,Residential,25.6
R00577,D041,2025-01-25 00:00:00,2.39,West,Residential,19.12
R00578,D026,2025-01-25 01:00:00,2.41,North,Commercial,19.28
R00579,D013,2025-01-25 02:00:00,2.97,West,Residential,23.76
R00580,D028,2025-01-25 03:00:00,1.39,East,Residential,11.12
R00581,D018,2025-01-25 04:00:00,4.8,South,Residential,38.4
R00582,D047,2025-01-25 05:00:00,3.6,South,Commercial,28.8
R00583,D019,2025-01-25 06:00:00,4.33,West,Residential,34.64
R00584,D015,2025-01-25 07:00:00,4.1,East,Residential,32.8
R00585,D047,2025-01-25 08:00:00,4.82,East,Commercial,38.56
R00586,D015,2025-01-25 09:00:00,3.06,North,Commercial,24.48
R00587,D034,2025-01-25 10:00:00,4.0,South,Residential,32.0
R00588,D014,2025-01-25 11:00:00,4.66,West,Commercial,37.28
R00589,D042,2025-01-25 12:00:00,0.36,South,Residential,2.88
R00590,D026,2025-01-25 13:00:00,2.85,South,Commercial,22.8
R00591,D030,2025-01-25 14:00:00,1.99,North,Commercial,15.92
R00592,D033,2025-01-25 15:00:00,3.85,East,Commercial,30.8
R00593,D023,2025-01-25 16:00:00,0.62,South,Commercial,4.96
R00594,D033,2025-01-25 17:00:00,1.73,East,Residential,13.84
R00595,D016,2025-01-25 18:00:00,3.1,West,Residential,24.8
R00596,D038,2025-01-25 19:00:00,2.4,North,Residential,19.2
R00597,D039,2025-01-25 20:00:00,1.26,North,Commercial,10.08
R00598,D042,2025-01-25 21:00:00,0.11,North,Residential,0.88
R00599,D032,2025-01-25 22:00:00,2.31,South,Commercial,18.48
R00600,D034,2025-01-25 23:00:00,3.57,West,Residential,28.56
R00601,D041,2025-01-26 00:00:00,4.47,South,Commercial,35.76
R00602,D011,2025-01-26 01:00:00,2.22,North,Residential,17.76
R00603,D014,2025-01-26 02:00:00,3.14,North,Commercial,25.12
R00604,D009,2025-01-26 03:00:00,4.68,South,Commercial,37.44
R00605,D020,2025-01-26 04:00:00,0.55,East,Residential,4.4
R00606,D009,2025-01-26 05:00:00,0.87,South,Commercial,6.96
R00607,D018,2025-01-26 06:00:00,4.43,West,Commercial,35.44
R00608,D008,2025-01-26 07:00:00,4.86,West,Commercial,38.88
R00609,D021,2025-01-26 08:00:00,2.41,East,Commercial,19.28
R00610,D034,2025-01-26 09:00:00,2.34,North,Residential,18.72
R00611,D006,2025-01-26 10:00:00,1.55,West,Residential,12.4
R00612,D007,2025-01-26 11:00:00,0.2,West,Residential,1.6
R00613,D016,2025-01-26 12:00:00,3.86,South,Commercial,30.88
R00614,D001,2025-01-26 13:00:00,0.68,South,Commercial,5.44
R00615,D040,2025-01-26 14:00:00,2.33,North,Residential,18.64
R00616,D012,2025-01-26 15:00:00,0.22,East,Residential,1.76
R00617,D006,2025-01-26 16:00:00,4.83,North,Commercial,38.64
R00618,D043,2025-01-26 17:00:00,2.15,South,Commercial,17.2
R00619,D031,2025-01-26 18:00:00,2.49,East,Commercial,19.92
R00620,D027,2025-01-26 19:00:00,3.11,West,Residential,24.88
R00621,D018,2025-01-26 20:00:00,3.9,North,Residential,31.2
R00622,D001,2025-01-26 21:00:00,0.17,South,Residential,1.36
R00623,D031,2025-01-26 22:00:00,4.44,North,Residential,35.52
R00624,D029,2025-01-26 23:00:00,2.92,East,Residential,23.36
R00625,D010,2025-01-27 00:00:00,2.83,East,Residential,22.64
R00626,D047,2025-01-27 01:00:00,4.15,North,Commercial,33.2
R00627,D030,2025-01-27 02:00:00,2.08,North,Commercial,16.64
R00628,D047,2025-01-27 03:00:00,0.5,East,Commercial,4.0
R00629,D014,2025-01-27 04:00:00,1.32,East,Commercial,10.56
R00630,D046,2025-01-27 05:00:00,2.86,North,Commercial,22.88
R00631,D019,2025-01-27 06:00:00,3.64,South,Residential,29.12
R00632,D024,2025-01-27 07:00:00,3.33,West,Residential,26.64
R00633,D031,2025-01-27 08:00:00,1.04,South,Commercial,8.32
R00634,D009,2025-01-27 09:00:00,2.96,West,Residential,23.68
R00635,D011,2025-01-27 10:00:00,1.99,West,Commercial,15.92
R00636,D035,2025-01-27 11:00:00,1.38,West,Commercial,11.04
R00637,D029,2025-01-27 12:00:00,2.86,North,Commercial,22.88
R00638,D015,2025-01-27 13:00:00,0.17,North,Commercial,1.36
R00639,D016,2025-01-27 14:00:00,4.28,West,Commercial,34.24
R00640,D032,2025-01-27 15:00:00,4.54,South,Commercial,36.32
R00641,D039,2025-01-27 16:00:00,0.76,North,Commercial,6.08
R00642,D048,2025-01-27 17:00:00,1.15,West,Commercial,9.2
R00643,D039,2025-01-27 18:00:00,1.95,North,Residential,15.6
R00644,D043,2025-01-27 19:00:00,1.75,West,Residential,14.0
R00645,D046,2025-01-27 20:00:00,2.96,East,Residential,23.68
R00646,D001,2025-01-27 21:00:00,1.16,East,Commercial,9.28
R00647,D021,2025-01-27 22:00:00,1.45,East,Commercial,11.6
R00648,D034,2025-01-27 23:00:00,4.88,South,Residential,39.04
R00649,D020,2025-01-28 00:00:00,4.48,East,Residential,35.84
R00650,D036,2025-01-28 01:00:00,2.43,East,Commercial,19.44
R00651,D005,2025-01-28 02:00:00,2.52,East,Commercial,20.16
R00652,D034,2025-01-28 03:00:00,3.73,West,Residential,29.84
R00653,D028,2025-01-28 04:00:00,3.48,East,Commercial,27.84
R00654,D012,2025-01-28 05:00:00,4.66,North,Residential,37.28
R00655,D030,2025-01-28 06:00:00,4.64,West,Commercial,37.12
R00656,D030,2025-01-28 07:00:00,1.66,South,Residential,13.28
R00657,D010,2025-01-28 08:00:00,1.98,South,Commercial,15.84
R00658,D013,2025-01-28 09:00:00,3.06,East,Commercial,24.48
R00659,D022,2025-01-28 10:00:00,1.22,West,Residential,9.76
R00660,D046,2025-01-28 11:00:00,4.34,West,Commercial,34.72
R00661,D025,2025-01-28 12:00:00,3.4,East,Residential,27.2
R00662,D010,2025-01-28 13:00:00,0.77,South,Commercial,6.16
R00663,D013,2025-01-28 14:00:00,4.17,South,Residential,33.36
R00664,D026,2025-01-28 15:00:00,2.76,North,Residential,22.08
R00665,D004,2025-01-28 16:00:00,4.63,North,Commercial,37.04
R00666,D031,2025-01-28 17:00:00,4.65,North,Commercial,37.2
R00667,D011,2025-01-28 18:00:00,0.18,West,Residential,1.44
R00668,D002,2025-01-28 19:00:00,3.08,West,Residential,24.64
R00669,D012,2025-01-28 20:00:00,1.25,East,Commercial,10.0
R00670,D030,2025-01-28 21:00:00,4.08,North,Commercial,32.64
R00671,D024,2025-01-28 22:00:00,3.89,East,Residential,31.12
R00672,D019,2025-01-28 23:00:00,0.81,East,Commercial,6.48
R00673,D020,2025-01-29 00:00:00,2.13,West,Commercial,17.04
R00674,D012,2025-01-29 01:00:00,2.47,West,Commercial,19.76
R00675,D025,2025-01-29 02:00:00,1.84,East,Residential,14.72
R00676,D040,2025-01-29 03:00:00,1.74,South,Residential,13.92
R00677,D033,2025-01-29 04:00:00,4.84,West,Residential,38.72
R00678,D043,2025-01-29 05:00:00,4.04,North,Commercial,32.32
R00679,D031,2025-01-29 06:00:00,4.72,East,Commercial,37.76
R00680,D023,2025-01-29 07:00:00,2.56,East,Commercial,20.48
R00681,D037,2025-01-29 08:00:00,4.61,East,Commercial,36.88
R00682,D015,2025-01-29 09:00:00,3.5,East,Residential,28.0
R00683,D029,2025-01-29 10:00:00,0.54,North,Residential,4.32
R00684,D044,2025-01-29 11:00:00,0.94,North,Residential,7.52
R00685,D021,2025-01-29 12:00:00,3.52,West,Commercial,28.16
R00686,D019,2025-01-29 13:00:00,0.24,West,Residential,1.92
R00687,D035,2025-01-29 14:00:00,3.23,South,Residential,25.84
R00688,D028,2025-01-29 15:00:00,4.19,West,Residential,33.52
R00689,D021,2025-01-29 16:00:00,4.27,West,Residential,34.16
R00690,D040,2025-01-29 17:00:00,3.56,North,Commercial,28.48
R00691,D010,2025-01-29 18:00:00,0.18,North,Commercial,1.44
R00692,D044,2025-01-29 19:00:00,3.98,East,Commercial,31.84
R00693,D025,2025-01-29 20:00:00,0.25,North,Commercial,2.0
R00694,D033,2025-01-29 21:00:00,0.27,West,Residential,2.16
R00695,D022,2025-01-29 22:00:00,0.31,East,Residential,2.48
R00696,D032,2025-01-29 23:00:00,1.68,West,Residential,13.44
R00697,D002,2025-01-30 00:00:00,4.31,East,Residential,34.48
R00698,D047,2025-01-30 01:00:00,1.97,North,Commercial,15.76
R00699,D004,2025-01-30 02:00:00,4.93,West,Residential,39.44
R00700,D028,2025-01-30 03:00:00,1.32,South,Residential,10.56
R00701,D012,2025-01-30 04:00:00,0.13,East,Residential,1.04
R00702,D015,2025-01-30 05:00:00,0.66,North,Residential,5.28
R00703,D009,2025-01-30 06:00:00,4.2,North,Commercial,33.6
R00704,D035,2025-01-30 07:00:00,2.77,West,Residential,22.16
R00705,D044,2025-01-30 08:00:00,3.11,East,Residential,24.88
R00706,D017,2025-01-30 09:00:00,0.92,North,Residential,7.36
R00707,D019,2025-01-30 10:00:00,2.88,North,Commercial,23.04
R00708,D031,2025-01-30 11:00:00,3.46,South,Commercial,27.68
R00709,D026,2025-01-30 12:00:00,4.4,East,Residential,35.2
R00710,D006,2025-01-30 13:00:00,0.55,East,Residential,4.4
R00711,D008,2025-01-30 14:00:00,0.46,East,Residential,3.68
R00712,D039,2025-01-30 15:00:00,3.23,South,Commercial,25.84
R00713,D045,2025-01-30 16:00:00,0.12,North,Commercial,0.96
R00714,D036,2025-01-30 17:00:00,3.42,East,Commercial,27.36
R00715,D029,2025-01-30 18:00:00,4.51,South,Residential,36.08
R00716,D028,2025-01-30 19:00:00,2.18,North,Commercial,17.44
R00717,D050,2025-01-30 20:00:00,2.75,North,Commercial,22.0
R00718,D024,2025-01-30 21:00:00,3.54,South,Commercial,28.32
R00719,D014,2025-01-30 22:00:00,4.4,North,Residential,35.2
R00720,D021,2025-01-30 23:00:00,3.33,East,Residential,26.64
R00721,D014,2025-01-31 00:00:00,2.35,North,Commercial,18.8
R00722,D003,2025-01-31 01:00:00,1.29,South,Residential,10.32
R00723,D050,2025-01-31 02:00:00,4.67,South,Residential,37.36
R00724,D045,2025-01-31 03:00:00,0.67,North,Residential,5.36
R00725,D002,2025-01-31 04:00:00,2.46,West,Residential,19.68
R00726,D028,2025-01-31 05:00:00,2.62,North,Residential,20.96
R00727,D050,2025-01-31 06:00:00,3.52,West,Residential,28.16
R00728,D050,2025-01-31 07:00:00,3.55,East,Commercial,28.4
R00729,D027,2025-01-31 08:00:00,3.5,North,Commercial,28.0
R00730,D004,2025-01-31 09:00:00,4.97,East,Commercial,39.76
R00731,D004,2025-01-31 10:00:00,3.76,North,Residential,30.08
R00732,D047,2025-01-31 11:00:00,3.74,North,Residential,29.92
R00733,D026,2025-01-31 12:00:00,4.04,South,Residential,32.32
R00734,D030,2025-01-31 13:00:00,2.34,East,Commercial,18.72
R00735,D016,2025-01-31 14:00:00,0.18,North,Commercial,1.44
R00736,D031,2025-01-31 15:00:00,3.55,North,Commercial,28.4
R00737,D042,2025-01-31 16:00:00,3.63,East,Commercial,29.04
R00738,D004,2025-01-31 17:00:00,1.84,East,Commercial,14.72
R00739,D050,2025-01-31 18:00:00,2.9,East,Residential,23.2
R00740,D001,2025-01-31 19:00:00,2.64,North,Commercial,21.12
R00741,D011,2025-01-31 20:00:00,3.06,North,Residential,24.48
R00742,D017,2025-01-31 21:00:00,4.15,South,Commercial,33.2
R00743,D020,2025-01-31 22:00:00,3.58,North,Commercial,28.64
R00744,D006,2025-01-31 23:00:00,1.3,West,Residential,10.4
R00745,D033,2025-02-01 00:00:00,4.03,North,Residential,32.24
R00746,D021,2025-02-01 01:00:00,1.25,South,Residential,10.0
R00747,D036,2025-02-01 02:00:00,4.56,North,Residential,36.48
R00748,D029,2025-02-01 03:00:00,3.71,East,Commercial,29.68
R00749,D041,2025-02-01 04:00:00,3.28,East,Commercial,26.24
R00750,D029,2025-02-01 05:00:00,4.22,North,Commercial,33.76
R00751,D018,2025-02-01 06:00:00,1.51,North,Commercial,12.08
R00752,D045,2025-02-01 07:00:00,0.74,South,Commercial,5.92
R00753,D026,2025-02-01 08:00:00,4.01,North,Commercial,32.08
R00754,D030,2025-02-01 09:00:00,3.04,South,Commercial,24.32
R00755,D047,2025-02-01 10:00:00,4.57,East,Commercial,36.56
R00756,D034,2025-02-01 11:00:00,2.4,West,Residential,19.2
